test model relativeRisk haplotypeLength recFrac Holdout_mTDT2G_useDistances_01 Holdout_mTDT2G_useDistances_05 Holdout_mTDT2G_useDistances_001 Holdout_mTDT2G_useDistances_005 Holdout_ScoreTDT_01 Holdout_ScoreTDT_05 Holdout_ScoreTDT_001 Holdout_ScoreTDT_005 Holdout_mTDT_01 Holdout_mTDT_05 Holdout_mTDT_001 Holdout_mTDT_005 
PowerOneLocus RecOrRec 1.2 4 0.0000500 0.12 0.21 0.05 0.09 0.09 0.21 0.06 0.09 0.15 0.23 0.08 0.12
PowerOneLocus RecOrRec 1.2 4 0.0001000 0.02 0.06 0.01 0.02 0.02 0.07 0 0.01 0.01 0.07 0.01 0.01
PowerOneLocus RecOrRec 1.2 4 0.0001500 0 0.05 0 0 0.01 0.09 0 0.01 0.02 0.08 0 0.02
PowerOneLocus RecOrRec 1.2 4 0.0002000 0.03 0.09 0.01 0.03 0.03 0.06 0.01 0.03 0.03 0.09 0.02 0.03
PowerOneLocus RecOrRec 1.6 4 0.0000000 0.34 0.43 0.27 0.3 0.32 0.45 0.2 0.27 0.39 0.48 0.27 0.34
PowerOneLocus RecOrRec 1.6 4 0.0000500 0.13 0.26 0.07 0.1 0.1 0.22 0.06 0.1 0.13 0.28 0.08 0.11
PowerOneLocus RecOrRec 1.6 4 0.0001000 0.02 0.1 0 0.01 0.02 0.08 0 0 0.04 0.08 0.01 0.03
PowerOneLocus RecOrRec 1.6 4 0.0001500 0.02 0.09 0 0.01 0.01 0.05 0 0 0.01 0.05 0 0.01
PowerOneLocus RecOrRec 1.6 4 0.0002000 0.05 0.13 0.02 0.04 0.04 0.1 0.01 0.03 0.04 0.14 0.01 0.02
PowerOneLocus RecOrRec 2.0 4 0.0000000 0.39 0.47 0.28 0.37 0.35 0.48 0.25 0.34 0.41 0.5 0.27 0.39
PowerOneLocus RecOrRec 2.0 4 0.0000500 0.13 0.21 0.06 0.1 0.15 0.25 0.07 0.1 0.18 0.21 0.07 0.13
PowerOneLocus RecOrRec 2.0 4 0.0001000 0.04 0.1 0.02 0.02 0.03 0.1 0 0.03 0.04 0.1 0.01 0.03
PowerOneLocus RecOrRec 2.0 4 0.0001500 0.02 0.08 0 0 0.01 0.09 0 0 0.01 0.08 0 0
PowerOneLocus RecOrRec 2.0 4 0.0002000 0.05 0.1 0.03 0.04 0.06 0.12 0.02 0.02 0.07 0.14 0.02 0.03
PowerOneLocus RecOrRec 2.4 4 0.0000000 0.45 0.57 0.3 0.41 0.38 0.52 0.28 0.33 0.46 0.56 0.31 0.39
PowerOneLocus RecOrRec 2.4 4 0.0000500 0.17 0.28 0.1 0.14 0.17 0.27 0.08 0.15 0.18 0.3 0.1 0.14
PowerOneLocus RecOrRec 2.4 4 0.0001000 0.05 0.12 0.03 0.04 0.02 0.1 0 0.02 0.04 0.09 0 0.01
PowerOneLocus RecOrRec 2.4 4 0.0001500 0 0.09 0 0 0.01 0.07 0 0.01 0.03 0.07 0 0.02
PowerOneLocus RecOrRec 2.4 4 0.0002000 0.03 0.15 0.03 0.03 0.07 0.14 0.03 0.04 0.07 0.17 0.02 0.05
PowerOneLocus RecOrRec 2.6 4 0.0000000 0.44 0.5 0.4 0.42 0.48 0.56 0.35 0.43 0.47 0.59 0.41 0.45
PowerOneLocus RecOrRec 2.6 4 0.0000500 0.23 0.28 0.1 0.15 0.19 0.26 0.09 0.16 0.21 0.28 0.12 0.16
PowerOneLocus RecOrRec 2.6 4 0.0001000 0.07 0.12 0.02 0.03 0.04 0.12 0.01 0.02 0.05 0.14 0 0.03
PowerOneLocus RecOrRec 2.6 4 0.0001500 0.02 0.09 0 0.02 0.01 0.12 0 0 0.02 0.12 0 0.01
PowerOneLocus RecOrRec 2.6 4 0.0002000 0.04 0.12 0.03 0.03 0.05 0.14 0.03 0.03 0.04 0.18 0.04 0.04
PowerOneLocus Additive 1.2 6 0.0000000 0.36 0.42 0.26 0.32 0.29 0.45 0.16 0.26 0.38 0.48 0.22 0.31
PowerOneLocus Additive 1.2 6 0.0000500 0.13 0.23 0.04 0.1 0.13 0.21 0.03 0.07 0.14 0.25 0.05 0.12
PowerOneLocus Additive 1.2 6 0.0001000 0.03 0.11 0.01 0.03 0 0.06 0 0 0 0.06 0 0
PowerOneLocus Additive 1.2 6 0.0001500 0.03 0.06 0.01 0.01 0 0.07 0 0 0.03 0.1 0 0.01
PowerOneLocus Additive 1.2 6 0.0002000 0.01 0.07 0.01 0.01 0.04 0.09 0.01 0.02 0.06 0.09 0.01 0.02
PowerOneLocus Additive 1.6 6 0.0000000 0.45 0.56 0.34 0.42 0.35 0.51 0.22 0.3 0.44 0.52 0.28 0.37
PowerOneLocus Additive 1.6 6 0.0000500 0.18 0.26 0.1 0.13 0.12 0.25 0.07 0.11 0.16 0.27 0.08 0.14
PowerOneLocus Additive 1.6 6 0.0001000 0.05 0.1 0.03 0.04 0.01 0.07 0 0 0.02 0.08 0 0.01
PowerOneLocus Additive 1.6 6 0.0001500 0.02 0.06 0 0.01 0.01 0.09 0 0 0.02 0.1 0 0
PowerOneLocus Additive 1.6 6 0.0002000 0.07 0.08 0.04 0.06 0.03 0.08 0.01 0.03 0.04 0.08 0.03 0.04
PowerOneLocus Additive 2.0 6 0.0000000 0.56 0.61 0.39 0.49 0.48 0.61 0.33 0.44 0.5 0.64 0.39 0.49
PowerOneLocus Additive 2.0 6 0.0000500 0.17 0.25 0.1 0.13 0.15 0.23 0.08 0.13 0.2 0.27 0.09 0.14
PowerOneLocus Additive 2.0 6 0.0001000 0.07 0.12 0.02 0.06 0.02 0.14 0 0.01 0.04 0.17 0 0
PowerOneLocus Additive 2.0 6 0.0001500 0.02 0.11 0.01 0.02 0.01 0.08 0.01 0.01 0.02 0.09 0.01 0.01
PowerOneLocus Additive 2.0 6 0.0002000 0.06 0.09 0.02 0.05 0.04 0.1 0.03 0.03 0.05 0.1 0.03 0.05
PowerOneLocus Additive 2.4 6 0.0000000 0.59 0.67 0.46 0.56 0.48 0.65 0.36 0.46 0.56 0.71 0.43 0.55
PowerOneLocus Additive 2.4 6 0.0000500 0.24 0.35 0.12 0.21 0.17 0.25 0.08 0.15 0.21 0.28 0.15 0.18
PowerOneLocus Additive 2.4 6 0.0001000 0.06 0.13 0.04 0.05 0.07 0.16 0.01 0.03 0.08 0.15 0.02 0.06
PowerOneLocus Additive 2.4 6 0.0001500 0.07 0.14 0.02 0.05 0.03 0.15 0.01 0.02 0.06 0.2 0.03 0.04
PowerOneLocus Additive 2.4 6 0.0002000 0.07 0.16 0.02 0.03 0.06 0.11 0.02 0.06 0.06 0.13 0.02 0.05
PowerOneLocus Additive 2.6 6 0.0000000 0.59 0.7 0.46 0.54 0.57 0.64 0.43 0.52 0.59 0.67 0.49 0.56
PowerOneLocus Additive 2.6 6 0.0000500 0.28 0.36 0.19 0.25 0.21 0.33 0.14 0.19 0.26 0.36 0.16 0.2
PowerOneLocus Additive 2.6 6 0.0001000 0.09 0.18 0.03 0.09 0.08 0.15 0.02 0.05 0.09 0.14 0.03 0.06
PowerOneLocus Additive 2.6 6 0.0001500 0.06 0.17 0.02 0.04 0.05 0.14 0.01 0.03 0.06 0.17 0.01 0.06
PowerOneLocus Additive 2.6 6 0.0002000 0.06 0.15 0.01 0.02 0.05 0.11 0.02 0.05 0.06 0.14 0.02 0.03
PowerOneLocus DomOrDom 1.2 6 0.0000000 0.34 0.49 0.25 0.33 0.31 0.45 0.23 0.28 0.38 0.47 0.26 0.33
PowerOneLocus DomOrDom 1.2 6 0.0000500 0.12 0.28 0.06 0.1 0.12 0.24 0.05 0.1 0.11 0.27 0.07 0.1
PowerOneLocus DomOrDom 1.2 6 0.0001000 0.03 0.12 0.01 0.02 0.01 0.05 0 0 0.01 0.05 0 0
PowerOneLocus DomOrDom 1.2 6 0.0001500 0.01 0.06 0 0 0 0.06 0 0 0 0.08 0 0
PowerOneLocus DomOrDom 1.2 6 0.0002000 0.02 0.11 0.02 0.02 0.03 0.06 0.01 0.03 0.04 0.06 0.01 0.03
PowerOneLocus DomOrDom 1.6 6 0.0000000 0.51 0.59 0.42 0.5 0.43 0.56 0.29 0.38 0.49 0.57 0.37 0.45
PowerOneLocus DomOrDom 1.6 6 0.0000500 0.22 0.26 0.1 0.19 0.16 0.23 0.07 0.14 0.18 0.26 0.1 0.16
PowerOneLocus DomOrDom 1.6 6 0.0001000 0.05 0.14 0.03 0.05 0.05 0.12 0.01 0.03 0.05 0.13 0.03 0.04
PowerOneLocus DomOrDom 1.6 6 0.0001500 0.02 0.11 0.01 0.01 0.03 0.06 0 0.02 0.03 0.08 0.01 0.02
PowerOneLocus DomOrDom 1.6 6 0.0002000 0.08 0.15 0.02 0.05 0.04 0.11 0.02 0.03 0.05 0.11 0.02 0.04
PowerOneLocus DomOrDom 2.0 6 0.0000000 0.55 0.66 0.44 0.51 0.45 0.58 0.4 0.44 0.53 0.65 0.44 0.48
PowerOneLocus DomOrDom 2.0 6 0.0000500 0.17 0.28 0.12 0.16 0.17 0.26 0.07 0.13 0.18 0.31 0.11 0.17
PowerOneLocus DomOrDom 2.0 6 0.0001000 0.07 0.13 0.04 0.06 0.05 0.07 0.01 0.04 0.06 0.11 0.01 0.04
PowerOneLocus DomOrDom 2.0 6 0.0001500 0.04 0.17 0.02 0.04 0.03 0.1 0 0.03 0.05 0.09 0.02 0.04
PowerOneLocus DomOrDom 2.0 6 0.0002000 0.06 0.18 0.02 0.03 0.05 0.12 0.02 0.02 0.05 0.12 0.02 0.02
PowerOneLocus DomOrDom 2.4 6 0.0000000 0.59 0.7 0.52 0.57 0.58 0.68 0.45 0.54 0.63 0.7 0.53 0.58
PowerOneLocus DomOrDom 2.4 6 0.0000500 0.25 0.34 0.17 0.2 0.23 0.35 0.12 0.2 0.25 0.35 0.15 0.21
PowerOneLocus DomOrDom 2.4 6 0.0001000 0.08 0.17 0.04 0.07 0.05 0.15 0.02 0.03 0.07 0.16 0.02 0.05
PowerOneLocus DomOrDom 2.4 6 0.0001500 0.09 0.17 0.01 0.07 0.05 0.18 0.01 0.02 0.06 0.19 0.01 0.05
PowerOneLocus DomOrDom 2.4 6 0.0002000 0.07 0.1 0.03 0.04 0.05 0.13 0.03 0.03 0.05 0.14 0.03 0.03
PowerOneLocus DomOrDom 2.6 6 0.0000000 0.63 0.69 0.54 0.61 0.59 0.64 0.49 0.56 0.64 0.67 0.52 0.61
PowerOneLocus DomOrDom 2.6 6 0.0000500 0.31 0.42 0.17 0.23 0.21 0.32 0.12 0.19 0.27 0.36 0.15 0.21
PowerOneLocus DomOrDom 2.6 6 0.0001000 0.12 0.23 0.05 0.11 0.07 0.14 0.02 0.04 0.1 0.16 0.03 0.07
PowerOneLocus DomOrDom 2.6 6 0.0001500 0.08 0.18 0.04 0.08 0.1 0.16 0.03 0.08 0.11 0.19 0.04 0.09
PowerOneLocus DomOrDom 2.6 6 0.0002000 0.06 0.12 0.04 0.05 0.05 0.14 0.03 0.03 0.06 0.14 0.04 0.04
PowerOneLocus RecOrRec 1.2 6 0.0000000 0.36 0.45 0.27 0.33 0.34 0.44 0.2 0.32 0.37 0.48 0.27 0.34
PowerOneLocus RecOrRec 1.2 6 0.0000500 0.12 0.23 0.04 0.1 0.12 0.22 0.04 0.08 0.17 0.25 0.04 0.13
PowerOneLocus RecOrRec 1.2 6 0.0001000 0.04 0.1 0.01 0.02 0.01 0.03 0 0.01 0.01 0.04 0.01 0.01
PowerOneLocus RecOrRec 1.2 6 0.0001500 0.01 0.06 0 0 0 0.06 0 0 0.03 0.08 0 0.01
PowerOneLocus RecOrRec 1.2 6 0.0002000 0.03 0.08 0.01 0.03 0.03 0.05 0.01 0.02 0.03 0.09 0.01 0.02
PowerOneLocus RecOrRec 1.6 6 0.0000000 0.37 0.51 0.29 0.34 0.37 0.46 0.23 0.34 0.39 0.53 0.29 0.36
PowerOneLocus RecOrRec 1.6 6 0.0000500 0.16 0.27 0.05 0.12 0.09 0.23 0.05 0.07 0.13 0.27 0.06 0.09
PowerOneLocus RecOrRec 1.6 6 0.0001000 0.03 0.11 0 0 0 0.08 0 0 0.01 0.09 0 0.01
PowerOneLocus RecOrRec 1.6 6 0.0001500 0.01 0.05 0 0 0.02 0.09 0 0.01 0.04 0.08 0.01 0.02
PowerOneLocus RecOrRec 1.6 6 0.0002000 0.04 0.09 0.02 0.03 0.05 0.09 0.01 0.02 0.05 0.1 0.01 0.02
PowerOneLocus RecOrRec 2.0 6 0.0000000 0.44 0.53 0.3 0.41 0.39 0.53 0.28 0.34 0.43 0.54 0.29 0.38
PowerOneLocus RecOrRec 2.0 6 0.0000500 0.16 0.23 0.08 0.13 0.12 0.22 0.05 0.09 0.13 0.25 0.07 0.11
PowerOneLocus RecOrRec 2.0 6 0.0001000 0.06 0.08 0.03 0.04 0.03 0.08 0 0 0.05 0.09 0.01 0.02
PowerOneLocus RecOrRec 2.0 6 0.0001500 0.02 0.08 0.01 0.01 0.01 0.09 0 0.01 0.02 0.07 0 0.01
PowerOneLocus RecOrRec 2.0 6 0.0002000 0.05 0.1 0.03 0.04 0.03 0.14 0.02 0.02 0.04 0.14 0.02 0.02
PowerOneLocus RecOrRec 2.4 6 0.0000000 0.51 0.58 0.35 0.45 0.46 0.59 0.33 0.38 0.5 0.64 0.36 0.43
PowerOneLocus RecOrRec 2.4 6 0.0000500 0.15 0.27 0.09 0.12 0.14 0.24 0.05 0.12 0.18 0.27 0.1 0.13
PowerOneLocus RecOrRec 2.4 6 0.0001000 0.09 0.17 0.04 0.06 0.04 0.1 0.01 0.03 0.04 0.11 0.01 0.03
PowerOneLocus RecOrRec 2.4 6 0.0001500 0.02 0.12 0 0.01 0.03 0.11 0 0.01 0.04 0.11 0.01 0.03
PowerOneLocus RecOrRec 2.4 6 0.0002000 0.04 0.15 0.03 0.04 0.04 0.12 0.02 0.03 0.06 0.13 0.02 0.04
PowerOneLocus RecOrRec 2.6 6 0.0000000 0.53 0.62 0.43 0.49 0.51 0.61 0.37 0.48 0.52 0.67 0.46 0.5
PowerOneLocus RecOrRec 2.6 6 0.0000500 0.22 0.27 0.11 0.18 0.15 0.24 0.09 0.14 0.2 0.27 0.11 0.14
PowerOneLocus RecOrRec 2.6 6 0.0001000 0.08 0.12 0.05 0.06 0.04 0.09 0.01 0.03 0.06 0.12 0.01 0.03
PowerOneLocus RecOrRec 2.6 6 0.0001500 0.03 0.16 0.01 0.02 0 0.13 0 0 0.02 0.13 0 0.01
PowerOneLocus RecOrRec 2.6 6 0.0002000 0.07 0.12 0.03 0.04 0.05 0.09 0.03 0.03 0.04 0.11 0.03 0.04
PowerOneLocus Additive 1.2 8 0.0000000 0.41 0.5 0.28 0.39 0.29 0.45 0.18 0.25 0.35 0.48 0.23 0.29
PowerOneLocus Additive 1.2 8 0.0000500 0.13 0.27 0.07 0.11 0.09 0.19 0.03 0.07 0.13 0.21 0.06 0.09
PowerOneLocus Additive 1.2 8 0.0001000 0.02 0.09 0.01 0.02 0.02 0.07 0 0.02 0.02 0.05 0 0
PowerOneLocus Additive 1.2 8 0.0001500 0.05 0.09 0.01 0.05 0.04 0.07 0 0.01 0.05 0.08 0 0.03
PowerOneLocus Additive 1.2 8 0.0002000 0.03 0.07 0.01 0.03 0.03 0.08 0.01 0.02 0.04 0.08 0.01 0.03
PowerOneLocus Additive 1.6 8 0.0000000 0.47 0.58 0.36 0.42 0.4 0.51 0.23 0.36 0.44 0.58 0.34 0.4
PowerOneLocus Additive 1.6 8 0.0000500 0.18 0.27 0.08 0.14 0.15 0.27 0.08 0.1 0.17 0.29 0.09 0.15
PowerOneLocus Additive 1.6 8 0.0001000 0.07 0.12 0.03 0.06 0.01 0.12 0 0 0.03 0.11 0 0.02
PowerOneLocus Additive 1.6 8 0.0001500 0.03 0.09 0.02 0.03 0.01 0.1 0 0 0.01 0.11 0 0
PowerOneLocus Additive 1.6 8 0.0002000 0.08 0.12 0.01 0.08 0.02 0.08 0.01 0.02 0.04 0.08 0 0.02
PowerOneLocus Additive 2.0 8 0.0000000 0.53 0.64 0.42 0.47 0.45 0.59 0.34 0.43 0.53 0.63 0.4 0.47
PowerOneLocus Additive 2.0 8 0.0000500 0.26 0.3 0.14 0.21 0.2 0.29 0.1 0.16 0.23 0.32 0.14 0.21
PowerOneLocus Additive 2.0 8 0.0001000 0.06 0.12 0.02 0.03 0.02 0.18 0 0 0.07 0.17 0 0
PowerOneLocus Additive 2.0 8 0.0001500 0.06 0.14 0.03 0.04 0.01 0.07 0.01 0.01 0.03 0.08 0.01 0.02
PowerOneLocus Additive 2.0 8 0.0002000 0.04 0.09 0.02 0.03 0.04 0.1 0.03 0.03 0.05 0.11 0.03 0.03
PowerOneLocus Additive 2.4 8 0.0000000 0.57 0.65 0.48 0.52 0.54 0.63 0.43 0.5 0.58 0.67 0.49 0.53
PowerOneLocus Additive 2.4 8 0.0000500 0.3 0.42 0.17 0.29 0.21 0.31 0.11 0.17 0.26 0.35 0.14 0.2
PowerOneLocus Additive 2.4 8 0.0001000 0.09 0.19 0.07 0.09 0.07 0.17 0.03 0.05 0.08 0.16 0.03 0.05
PowerOneLocus Additive 2.4 8 0.0001500 0.06 0.16 0.04 0.05 0.03 0.13 0.01 0.03 0.08 0.15 0.02 0.03
PowerOneLocus Additive 2.4 8 0.0002000 0.07 0.16 0.03 0.03 0.06 0.13 0.03 0.05 0.07 0.12 0.03 0.06
PowerOneLocus Additive 2.6 8 0.0000000 0.59 0.68 0.5 0.55 0.56 0.65 0.45 0.52 0.6 0.65 0.52 0.57
PowerOneLocus Additive 2.6 8 0.0000500 0.33 0.41 0.2 0.29 0.22 0.37 0.13 0.17 0.28 0.37 0.17 0.23
PowerOneLocus Additive 2.6 8 0.0001000 0.08 0.2 0.04 0.08 0.09 0.22 0.02 0.07 0.11 0.23 0.04 0.07
PowerOneLocus Additive 2.6 8 0.0001500 0.08 0.2 0.02 0.05 0.04 0.13 0 0.04 0.06 0.15 0.01 0.04
PowerOneLocus Additive 2.6 8 0.0002000 0.05 0.16 0.03 0.04 0.07 0.15 0.02 0.03 0.08 0.13 0.03 0.04
PowerOneLocus DomOrDom 1.2 8 0.0000000 0.39 0.52 0.28 0.37 0.29 0.46 0.18 0.26 0.38 0.49 0.25 0.34
PowerOneLocus DomOrDom 1.2 8 0.0000500 0.18 0.29 0.09 0.11 0.13 0.2 0.1 0.11 0.14 0.25 0.11 0.14
PowerOneLocus DomOrDom 1.2 8 0.0001000 0.05 0.13 0.01 0.03 0.01 0.06 0 0.01 0.02 0.05 0 0.01
PowerOneLocus DomOrDom 1.2 8 0.0001500 0.01 0.08 0.01 0.01 0.01 0.07 0 0 0.02 0.07 0 0.02
PowerOneLocus DomOrDom 1.2 8 0.0002000 0.03 0.08 0.01 0.02 0.03 0.07 0 0.01 0.03 0.09 0 0.02
PowerOneLocus DomOrDom 1.6 8 0.0000000 0.51 0.56 0.42 0.48 0.43 0.56 0.29 0.42 0.49 0.57 0.41 0.46
PowerOneLocus DomOrDom 1.6 8 0.0000500 0.24 0.28 0.15 0.22 0.17 0.26 0.1 0.12 0.2 0.27 0.13 0.16
PowerOneLocus DomOrDom 1.6 8 0.0001000 0.08 0.19 0.04 0.08 0.06 0.13 0.01 0.05 0.06 0.13 0.03 0.05
PowerOneLocus DomOrDom 1.6 8 0.0001500 0.05 0.12 0.02 0.04 0.03 0.06 0 0.03 0.04 0.09 0.01 0.04
PowerOneLocus DomOrDom 1.6 8 0.0002000 0.09 0.14 0.03 0.05 0.03 0.12 0.02 0.03 0.05 0.11 0.03 0.04
PowerOneLocus DomOrDom 2.0 8 0.0000000 0.57 0.65 0.45 0.54 0.48 0.54 0.39 0.48 0.54 0.61 0.46 0.51
PowerOneLocus DomOrDom 2.0 8 0.0000500 0.21 0.34 0.16 0.19 0.2 0.29 0.1 0.15 0.23 0.31 0.12 0.19
PowerOneLocus DomOrDom 2.0 8 0.0001000 0.12 0.2 0.06 0.1 0.06 0.1 0.01 0.05 0.07 0.13 0.02 0.06
PowerOneLocus DomOrDom 2.0 8 0.0001500 0.06 0.2 0.01 0.04 0.04 0.09 0 0.03 0.06 0.11 0.01 0.04
PowerOneLocus DomOrDom 2.0 8 0.0002000 0.07 0.19 0.01 0.05 0.05 0.1 0.02 0.03 0.05 0.11 0.02 0.04
PowerOneLocus DomOrDom 2.4 8 0.0000000 0.62 0.73 0.51 0.61 0.56 0.68 0.47 0.52 0.6 0.71 0.51 0.59
PowerOneLocus DomOrDom 2.4 8 0.0000500 0.32 0.39 0.23 0.27 0.24 0.39 0.15 0.21 0.28 0.42 0.18 0.24
PowerOneLocus DomOrDom 2.4 8 0.0001000 0.09 0.24 0.05 0.09 0.07 0.22 0.02 0.03 0.09 0.22 0.02 0.05
PowerOneLocus DomOrDom 2.4 8 0.0001500 0.11 0.21 0.03 0.08 0.04 0.14 0.02 0.03 0.08 0.16 0.02 0.03
PowerOneLocus DomOrDom 2.4 8 0.0002000 0.05 0.13 0.04 0.05 0.05 0.13 0.03 0.04 0.07 0.12 0.04 0.04
PowerOneLocus DomOrDom 2.6 8 0.0000000 0.65 0.73 0.55 0.62 0.58 0.66 0.53 0.55 0.62 0.72 0.55 0.59
PowerOneLocus DomOrDom 2.6 8 0.0000500 0.35 0.46 0.2 0.3 0.24 0.34 0.15 0.21 0.28 0.41 0.16 0.23
PowerOneLocus DomOrDom 2.6 8 0.0001000 0.12 0.22 0.06 0.1 0.08 0.14 0.02 0.04 0.11 0.18 0.04 0.07
PowerOneLocus DomOrDom 2.6 8 0.0001500 0.06 0.15 0.05 0.06 0.07 0.13 0.03 0.06 0.09 0.16 0.04 0.07
PowerOneLocus DomOrDom 2.6 8 0.0002000 0.06 0.14 0.04 0.06 0.05 0.12 0.03 0.04 0.06 0.13 0.03 0.06
PowerOneLocus RecOrRec 1.2 8 0.0000000 0.38 0.47 0.29 0.36 0.32 0.46 0.18 0.26 0.35 0.48 0.27 0.32
PowerOneLocus RecOrRec 1.2 8 0.0000500 0.13 0.26 0.07 0.11 0.11 0.19 0.04 0.06 0.15 0.26 0.04 0.11
PowerOneLocus RecOrRec 1.2 8 0.0001000 0.04 0.11 0.01 0.02 0.02 0.08 0 0.01 0.03 0.09 0.01 0.02
PowerOneLocus RecOrRec 1.2 8 0.0001500 0.01 0.06 0 0 0.01 0.05 0 0.01 0.04 0.09 0 0.02
PowerOneLocus RecOrRec 1.2 8 0.0002000 0.01 0.04 0 0 0.02 0.07 0.01 0.01 0.02 0.07 0.01 0.02
PowerOneLocus RecOrRec 1.6 8 0.0000000 0.4 0.5 0.32 0.37 0.35 0.45 0.23 0.31 0.39 0.51 0.29 0.36
PowerOneLocus RecOrRec 1.6 8 0.0000500 0.15 0.24 0.09 0.12 0.12 0.2 0.06 0.1 0.13 0.23 0.08 0.11
PowerOneLocus RecOrRec 1.6 8 0.0001000 0.05 0.13 0.01 0.02 0.01 0.07 0 0.01 0.01 0.09 0 0.01
PowerOneLocus RecOrRec 1.6 8 0.0001500 0.02 0.06 0 0.01 0.04 0.09 0.01 0.02 0.04 0.1 0.02 0.03
PowerOneLocus RecOrRec 1.6 8 0.0002000 0.03 0.08 0.01 0.03 0.04 0.1 0 0.02 0.05 0.1 0 0.03
PowerOneLocus RecOrRec 2.0 8 0.0000000 0.44 0.54 0.33 0.4 0.37 0.55 0.27 0.32 0.45 0.57 0.31 0.41
PowerOneLocus RecOrRec 2.0 8 0.0000500 0.19 0.3 0.13 0.15 0.13 0.23 0.08 0.13 0.16 0.26 0.11 0.14
PowerOneLocus RecOrRec 2.0 8 0.0001000 0.07 0.11 0.05 0.07 0.02 0.1 0.01 0.01 0.03 0.12 0.01 0.01
PowerOneLocus RecOrRec 2.0 8 0.0001500 0.04 0.06 0.01 0.04 0.04 0.08 0 0.02 0.04 0.07 0 0.03
PowerOneLocus RecOrRec 2.0 8 0.0002000 0.05 0.11 0.03 0.03 0.02 0.11 0.02 0.02 0.04 0.1 0.01 0.03
PowerOneLocus RecOrRec 2.4 8 0.0000000 0.5 0.61 0.4 0.47 0.47 0.62 0.32 0.42 0.49 0.64 0.38 0.48
PowerOneLocus RecOrRec 2.4 8 0.0000500 0.18 0.29 0.13 0.15 0.16 0.22 0.11 0.15 0.16 0.26 0.12 0.16
PowerOneLocus RecOrRec 2.4 8 0.0001000 0.08 0.17 0.05 0.06 0.03 0.15 0.01 0.01 0.04 0.16 0.01 0.03
PowerOneLocus RecOrRec 2.4 8 0.0001500 0.05 0.13 0.02 0.04 0.05 0.09 0.01 0.02 0.05 0.09 0.02 0.04
PowerOneLocus RecOrRec 2.4 8 0.0002000 0.04 0.12 0.04 0.04 0.05 0.1 0.02 0.03 0.05 0.11 0.03 0.05
PowerOneLocus RecOrRec 2.6 8 0.0000000 0.6 0.64 0.47 0.53 0.54 0.62 0.39 0.49 0.55 0.68 0.49 0.52
PowerOneLocus RecOrRec 2.6 8 0.0000500 0.26 0.3 0.17 0.24 0.19 0.26 0.09 0.16 0.21 0.32 0.14 0.19
PowerOneLocus RecOrRec 2.6 8 0.0001000 0.1 0.15 0.03 0.06 0.06 0.15 0 0.04 0.06 0.17 0.02 0.05
PowerOneLocus RecOrRec 2.6 8 0.0001500 0.07 0.18 0.03 0.05 0.02 0.1 0.01 0.02 0.05 0.1 0.01 0.02
PowerOneLocus RecOrRec 2.6 8 0.0002000 0.08 0.13 0.03 0.06 0.05 0.11 0.03 0.03 0.06 0.11 0.03 0.05
PowerOneLocus Additive 1.2 10 0.0000000 0.41 0.53 0.27 0.36 0.28 0.43 0.15 0.23 0.33 0.48 0.21 0.31
PowerOneLocus Additive 1.2 10 0.0000500 0.13 0.29 0.06 0.12 0.1 0.17 0.01 0.07 0.11 0.19 0.05 0.1
PowerOneLocus Additive 1.2 10 0.0001000 0.01 0.04 0 0 0 0.02 0 0 0 0.02 0 0
PowerOneLocus Additive 1.2 10 0.0001500 0.02 0.07 0.01 0.01 0.02 0.06 0 0.02 0.02 0.08 0 0.02
PowerOneLocus Additive 1.2 10 0.0002000 0.03 0.09 0.01 0.02 0.02 0.07 0.01 0.01 0.03 0.06 0.01 0.02
PowerOneLocus Additive 1.6 10 0.0000000 0.45 0.59 0.38 0.44 0.38 0.49 0.24 0.34 0.44 0.52 0.31 0.38
PowerOneLocus Additive 1.6 10 0.0000500 0.19 0.26 0.08 0.12 0.11 0.21 0.07 0.09 0.15 0.25 0.09 0.11
PowerOneLocus Additive 1.6 10 0.0001000 0.07 0.15 0.02 0.05 0.01 0.08 0 0 0 0.09 0 0
PowerOneLocus Additive 1.6 10 0.0001500 0.06 0.09 0.03 0.04 0.01 0.07 0 0 0.01 0.09 0 0
PowerOneLocus Additive 1.6 10 0.0002000 0.06 0.11 0 0.04 0.02 0.08 0.01 0.01 0.02 0.08 0.01 0.02
PowerOneLocus Additive 2.0 10 0.0000000 0.53 0.64 0.42 0.47 0.44 0.52 0.34 0.4 0.48 0.6 0.36 0.44
PowerOneLocus Additive 2.0 10 0.0000500 0.26 0.36 0.16 0.21 0.18 0.28 0.1 0.15 0.22 0.31 0.14 0.19
PowerOneLocus Additive 2.0 10 0.0001000 0.07 0.15 0.02 0.04 0.01 0.1 0 0 0.04 0.12 0 0.01
PowerOneLocus Additive 2.0 10 0.0001500 0.05 0.14 0.02 0.03 0.01 0.08 0.01 0.01 0.02 0.08 0.02 0.02
PowerOneLocus Additive 2.0 10 0.0002000 0.05 0.12 0.03 0.04 0.04 0.1 0.03 0.03 0.03 0.08 0.03 0.03
PowerOneLocus Additive 2.4 10 0.0000000 0.6 0.7 0.49 0.56 0.51 0.6 0.43 0.49 0.53 0.65 0.48 0.51
